code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
5.00E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.00E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.00E+12,Sugary snacks,Biscuits and cakes,Australia,AuNZ
5.00E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.00E+12,Sugary snacks,Biscuits and cakes,Australia,AuNZ
5.00E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.00E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.00E+12,Sugary snacks,Sweets,France,FrBeNeLux
5.00E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.00E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.00E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.00E+12,Sugary snacks,Sweets,Germany,Germans
5.00E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,Germany,Germans
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,United Kingdom,UKIRSC
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.01E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.01E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
54107090,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,United Kingdom,UKIRSC
5.41E+13,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.01E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Bread,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,Belgium,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,Spain,SouthEU
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Composite foods,One-dish meals,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Breakfast cereals,Belgium,FrBeNeLux
5.01E+13,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.01E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Salty snacks,Appetizers,Italy,SouthEU
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,Portugal,SouthEU
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.01E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Composite foods,Pizza pies and quiche,United Kingdom,UKIRSC
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,France,FrBeNeLux
5.01E+12,Beverages,Fruit juices,France,FrBeNeLux
5.01E+12,Milk and dairy products,Cheese,France,FrBeNeLux
5.01E+12,Milk and dairy products,Cheese,France,FrBeNeLux
5.01E+12,Salty snacks,Appetizers,Ireland,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,Ireland,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
50112784,Beverages,Non-sugared beverages,Morocco,Arabic
5.01E+12,Cereals and potatoes,Bread,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,Belgium,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Sweetened beverages,Denmark,NorthEU
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
50117529,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Biscuits and cakes,Scotland,UKIRSC
50117918,Sugary snacks,Sweets,United Kingdom,UKIRSC
50117963,Sugary snacks,Sweets,United Kingdom,UKIRSC
50117970,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,Belgium,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Beverages,Sweetened beverages,Belgium,FrBeNeLux
5.01E+12,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.01E+12,Milk and dairy products,Cheese,Denmark,NorthEU
5.01E+12,Milk and dairy products,Cheese,Spain,SouthEU
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United States,CaUS
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
54125001,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,France,FrBeNeLux
5.01E+12,Cereals and potatoes,Legumes,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.01E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.01E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.01E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.01E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
50147311,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.01E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.02E+12,Beverages,Sweetened beverages,United Kingdom,UKIRSC
5.02E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
54138209,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.41E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.42E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
50157709,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
50157767,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.02E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
5.02E+12,Fat and sauces,Dressings and sauces,France,FrBeNeLux
50159338,Sugary snacks,Sweets,France,FrBeNeLux
5.02E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.02E+12,Salty snacks,Appetizers,United Kingdom,UKIRSC
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Fruits and vegetables,Vegetables,Germany,Germans
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Fish Meat Eggs,Fish and seafood,France,FrBeNeLux
5.02E+12,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.02E+13,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.02E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.02E+12,Composite foods,One-dish meals,France,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
50172436,Sugary snacks,Sweets,United Kingdom,UKIRSC
50172474,Sugary snacks,Sweets,France,FrBeNeLux
50172511,Sugary snacks,Sweets,United Kingdom,UKIRSC
50173167,Sugary snacks,Sweets,France,FrBeNeLux
5.02E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.02E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.02E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Legumes,Germany,Germans
5.02E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.02E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.02E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.02E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.02E+12,Beverages,Sweetened beverages,Belgium,FrBeNeLux
5.02E+12,Milk and dairy products,Cheese,France,FrBeNeLux
50178483,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.02E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.02E+12,Cereals and potatoes,Bread,France,FrBeNeLux
5.02E+12,Cereals and potatoes,Bread,France,FrBeNeLux
50183319,Sugary snacks,Sweets,United Kingdom,UKIRSC
50183364,Sugary snacks,Sweets,France,FrBeNeLux
5.02E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
