additives_n,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
0,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
0,2679,52.2,10,16.6,9.4,3.8,25.6,0.85,0.334645669
0,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
1,1340,28.6,10.7,1.79,0,0,12.5,3.58,1.41
2,1230,25.9,9.41,2.35,1.18,0,12.9,2.96,1.16
3,1209,24.3,9.7,3.2,1.3,,15,3.302,1.3
0,2480,50,9.38,18.8,9.38,6.25,21.9,1.19,0.469
0,1290,26.8,10.7,3.6,1.8,,14.3,1.31572,0.518
1,1300,27.6,10.3,1.72,0,0,12.1,3.46,1.36
,896,14.3,1.79,0,,,21.4,2.27,0.893
1,1710,14.3,6.12,69.4,28.6,12.2,8.16,0.7,0.276
2,1670,0,0,88,12,0,8,1.42,0.56
2,1600,0,0,88.2,35.3,2.94,5.88,1.2,0.471
1,544,0.5,0,31,8,4,3,0,0
5,1590,3.45,1.72,89.7,41.4,10.3,3.45,1.18,0.466
,1590,3.45,1.72,86.2,34.5,10.3,34.5,1.31,0.517
,1660,10.4,3.12,70.8,25,4.17,4.17,1.01,0.396
1,1590,0,0,89.7,34.5,3.45,3.45,1.31,0.517
2,1480,0,0,87.1,29,9.68,6.45,1.56,0.613
3,1570,3.12,0,59.4,21.9,9.38,31.2,1.51,0.594
0,2240,32.1,8.93,53.6,3.57,3.57,3.57,1.36,0.536
,1050,0,0,53.6,3.57,3.57,3.57,1.45,0.571
,2160,35.3,9.5,51.6,2.71,2.71,2.71,1.38,0.543
12,1670,10,4,72,38,2,4,1.22,0.48
,1460,0,0,82.6,8.7,4.35,8.7,1.88,0.739
,1490,21.4,7.14,14.3,0,,28.6,4.9,1.93
,1260,30,1.67,6.67,0,0,0,0.931,0.367
0,112,0.4,0.1,3.9,3.8,2.4,1.8,0,0
0,231,0.1,0,13,12,,0.1,0.0127,0.005
0,272,0.1,0,15,12,0.1,0.4,0.254,0.1
,1950,26.7,0,66.7,,,6.67,1.69,0.667
1,896,12.5,5.36,0,,,25,2.22,0.875
3,2168,27.6,17.2,61.3,25.7,2,5.2,0.7,0.275590551
5,1881,17.2,1.6,60.5,18.8,10.9,7.6,0.1,0.039370079
0,1460,0,,88.3,83.3,,0,0.0212,0.00833
,1460,0,,88.3,83.3,,0,0.0212,0.00833
0,2990,78.6,50,0,0,0,0,1.36,0.536
1,451,0.769,0,22.3,9.23,3.85,4.62,1.07,0.423
0,1050,21.4,14.3,0,0,0,14.3,0.816,0.321
,1690,3.78,3.78,93.2,75.6,0,0,0.064,0.0252
6,2070,21.2,11.8,70.5,63.5,2.35,4.7,0.179,0.0705
6,2160,25.9,10.6,58.8,49.4,2.35,9.41,0.119,0.047
5,2090,24.1,16,62.4,8,2,7,2.032,0.8
,2990,78.6,25,,,,0,1.81,0.714
2,1790,42.9,14.3,0,,,0,1.63,0.643
7,0,0,,0,,,0,0,0
1,606,12.9,1.61,9.68,0,6.45,3.23,1.23,0.484
5,837,16.7,1.67,10,10,0,0,2.37,0.933
1,2475,44.2,9.2,23.8,14.6,6.7,22.4,0.6096,0.24
5,201,0.8,0,8,4.8,1.6,1.6,0.996,0.392
2,418,7.5,4.17,6.67,1.67,1.67,1.67,1.82,0.717
2,418,6.67,4.17,5,1.67,0,3.33,1.48,0.583
,1950,20,0,73.3,6.67,0,6.67,1.52,0.6
0,1360,0,0,77.5,72.5,5,2.5,0.0635,0.025
1,640,7.06,4.12,18.8,17.1,0,4.71,0.134,0.0529
4,695,7.14,4.76,4.76,4.76,0,9.52,2.3,0.905
0,700,,0,0,,,26.7,14.6,5.73
0,368,4.8,1.2,8.8,5.6,1.6,,0.955,0.376
0,302,3.6,0.8,8,4.8,2.4,1.6,0.955,0.376
0,2620,50,9.38,15.6,6.25,6.25,21.9,0.0794,0.0312
4,1620,3.23,0,83.9,25.8,6.45,6.45,1.02,0.403
3,2140,27.9,25.6,62.8,60.5,0,6.98,0.266,0.105
4,969,11.5,3.85,38.5,38.5,0,0,0,0
2,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
,494,0,0,23.5,23.5,0,0,2.39,0.941
0,240,0,0,4.41,3.96,0.441,10.1,0.101,0.0396
5,1630,13.9,13.9,61.1,55.6,0,0,0.106,0.0417
0,685,16,16,3.5,3.5,0,3.5,0.18542,0.073
5,2450,62.1,10.3,3.45,3.45,0,3.45,2.19,0.862
6,586,15,2.5,2,1,0,0,0.7366,0.29
0,329,0,0,18.6,13.6,4.29,0.714,0.0181,0.00714
0,359,0,0,21.4,18.6,2.14,0.714,0.00907,0.00357
2,1460,0,0,85,40,,2.5,0.127,0.05
1,373,1.79,0,0,0,0,19.6,1.5,0.589
5,1510,3,1,74,12,2,8,2.69,1.06
0,2540,53.6,7.14,21.4,3.57,7.14,17.9,0.998,0.393
,279,0,0,8,6,0.667,8,0.0762,0.03
1,290.6,3.9,0.8,4.3,0.9,2.7,4.2,2.794,1.1
0,84,0,0,4,4,,,0.4318,0.17
,178,0,,10,,9.7,0,0,0
0,0,0,0,0,0,0,0,0.0106,0.00417
,178,0,,10.3,9.7,,0,0,0
6,1810,13.3,1.67,73.3,0,3.33,10,2.12,0.833
5,52.5,1.04,0,0.833,0,0.417,0.417,0.191,0.075
4,69.6,1.46,0.125,0.833,0,0.417,0.417,0.191,0.075
2,194,0,0,11.8,10.1,,0,0.0161,0.00633
2,695,7.14,4.76,4.76,4.76,0,9.52,2.18,0.857
,695,7.14,4.76,4.76,4.76,0,9.52,2.3,0.905
,695,7.14,7.14,4.76,4.76,0,9.52,2.42,0.952
10,1900,18.8,9.38,59.4,3.12,3.12,10.9,0.00508,0.002
0,3350,93.3,13.3,0,,,0,0,0
4,240,0,,14.5,14.2,,0,,
1,244,1.04,0.625,8.33,7.5,0,3.33,0.191,0.075
1,263,1.09,0.725,8.21,7.73,0,4.59,0.233,0.0918
7,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
7,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
5,840,16.7,3.33,0,0,0,13.3,2.2,0.867
,496,4.44,0.37,16.3,1.48,2.96,3.7,0.734,0.289
,986,9.76,4.07,26.8,3.25,1.63,9.76,1.22,0.48
0,264,2.9,0.4,7.3,1.6,1.6,2,0.762,0.3
0,541,5.5,2.7,15,2.4,1.6,5.5,0.762,0.3
1,1281,15,4.2,32,4.2,2.2,9.4,1.27,0.5
0,510,4.2,0,18,2.8,1.8,3.8,1.524,0.6
0,450,1.9,0.2,18,2.7,1.9,4.7,0.2,0.078740157
1,791,13,12,16,13,2.1,2.1,0.24,0.094488189
9,1700,3.12,0,87.5,46.9,3.12,6.25,1.19,0.469
0,282,4,2.6,4.5,4.5,0.5,3.3,,
0,795,15,3.5,7,2,2,7,0.1397,0.055
0,57,0.5,0.1,1.3,1.3,1.3,1.2,0.0199898,0.00787
0,1640,32.1,17.9,3.57,0,0,25,1.18,0.464
,1200,0,0,81,76.2,,0,0,0
3,1590,19.4,12.8,43.6,3.62,1.49,7.23,1.19,0.468
4,1298,9.5,4.2,59.4,48.3,4.2,3.3,0.28956,0.114
1,1490,0,0,85.7,78.6,7.14,0,0,0
5,305,0,0,17.7,16.7,,1.04,0.106,0.0417
,1510,0,0,92,76,0,0,3.56,1.4
10,1640,3.57,0,75,7.14,3.57,14.3,3.54,1.39
,1480,0,,94.1,94.1,,0,0.374,0.147
1,1490,0,0,85.7,78.6,7.14,0,0,0
0,139,1,0.1,3,2.6,3.4,3,0,0
2,1139,0,0,67,67,,0,0,0
0,75,0,,0,,3.57,0,1.98,0.779
1,1139,0,0,67,67,0,0,0,0
1,1139,0,0,67,67,,0,0,0
1,1139,0,0,67,67,,0,0,0
1,1552,16,9,55,55,,2,0.29972,0.118
2,1830,9.38,,75,,0,6.25,2.14,0.844
,1390,0,0,76.7,46.7,6.67,3.33,1.1,0.433
7,2160,29,9.68,58.1,16.1,0,6.45,1.31,0.516
4,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
3,1890,16.1,3.23,71,22.6,6.45,6.45,0.737,0.29
0,1790,14.3,1.79,71.4,0,10.7,10.7,1.45,0.571
2,1790,14.3,1.79,71.4,0,10.7,10.7,1.22,0.482
0,1790,14.3,1.79,71.4,0,10.7,10.7,1.09,0.429
5,1920,16,1,70,22,6,8,1.12,0.44
6,1480,6.45,0,71,38.7,6.45,3.23,0.901,0.355
3,2090,28.1,6.25,62.5,6.25,0,6.25,1.67,0.656
3,2090,28.1,6.25,62.5,6.25,0,6.25,1.67,0.656
,1810,15,5,70,0,3.33,10,1.35,0.533
,1790,14.3,1.79,75,21.4,3.57,7.14,1.22,0.482
4,1920,16,3,70,22,8,8,0.914,0.36
4,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
3,1970,20.6,5.88,70.6,35.3,0,2.94,0.896,0.353
4,1890,19.4,9.68,67.7,38.7,3.23,,0.778,0.306
,1790,10.7,0,78.6,0,7.14,7.14,1.63,0.643
4,1980,19.3,6.14,71.9,40.4,3.51,3.51,1.07,0.421
4,1970,20.6,5.88,73.5,41.2,2.94,2.94,1.01,0.397
4,2050,20.8,4.72,69.8,32.1,1.89,7.55,0.958,0.377
5,1350,28.6,12.5,3.57,0,,10.7,,
7,458,3.12,0.781,0,0,0,18.8,2.34,0.922
,1240,6.34,2.82,53.5,1.41,2.82,7.04,1.25,0.493
7,1200,25,8.93,3.57,,,10.7,2.27,0.893
7,1200,25,8.93,3.57,0,0,10.7,2.27,0.893
,2090,38.9,13.9,0,,,5.56,5.22,2.06
1,745,17,12,5.6,1,0.2,2.1,0.0381,0.015
1,757,17,12,1.2,1,,2,0.0381,0.015
0,3180,60,44,32,12,0,12,0.142,0.056
1,1613,19.2,5.3,49.3,46.3,1.7,3.8,0.119888,0.0472
0,83,0.3,0,3.2,3.2,0,1,0,0
0,1250,25,17,0.1,0,0,19,1.27,0.5
,2750,53.1,9.38,18.8,9.38,6.25,25,1.11,0.438
0,490,2,0.8,1.3,0.1,0.5,22.9,1.2192,0.48
0,97,0.5,0.1,3.1,3.1,1.4,1.5,0.03,0.011811024
,650,5.3,2.1,18.2,2.3,0.5,8.2,0.6858,0.27
0,1460,1,0.2,75.8,0.2,1.9,7,0,0
0,204,0.1,0.1,11.3,11.3,0.1,0.2,0.100076,0.0394
1,165,0.5,0,6.2,5.2,2.4,1.3,1.1938,0.47
1,169,0.5,0,6.9,3.9,1.2,1.4,1.2,0.472440945
2,1230,3.4,0.4,54,24,4.3,8.9,18.4404,7.26
1,1630,27.8,16.7,0,0,0,27.8,0.494,0.194
,1070,3.49,1.16,46.5,6.98,6.98,11.6,1.24,0.488
,138,0,0,6.56,3.28,1.64,1.64,1.5,0.59
0,1640,28.6,17.9,3.57,0,0,32.1,0.544,0.214
0,1640,32.1,17.9,3.57,,,25,1.63,0.643
0,1640,32.1,17.9,3.57,,,25,1.63,0.643
,1640,32.1,17.9,3.57,,,25,1.63,0.643
0,2990,78.6,50,0,0,0,0,0,0
5,1472,10.9,6.8,55.3,20.5,1.8,6.7,1.35,0.531496063
2,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
0,723,11.4,2.6,0.4,0.1,0.5,17.1,0.2794,0.11
5,1640,8.93,0,71.4,35.7,7.14,7.14,0.318,0.125
,807,7.14,1.07,28.6,2.86,3.57,3.57,1.09,0.429
1,2900,76.9,11.5,0,0,0,0,1.76,0.692
,2900,76.9,11.5,0,,,0,1.76,0.692
2,1190,28.6,0,7.14,,,0,2.09,0.821
1,2900,76.9,11.5,0,,,0,1.76,0.692
0,2610,49.4,,23.8,,,22.2,,
11,924,13.2,8.82,25,20.6,0,2.94,0.131,0.0515
2,1070,21.3,7.66,,0.15,,,1.25,0.491
0,61,0,,1,,,3,,
1,237,0,0,14.3,12.3,,0,0.0254,0.01
3,192,0,0,10.8,9.17,,0.833,0,0
2,192,0,0,10.8,9.17,0,0.833,0.476,0.188
,1085,1.6,0.2,49.1,4.9,2.9,9.8,1.9812,0.78
0,3002,80.5,44,0.7,0.7,0,0.7,1.8,0.708661417
2,165,0,,11,11,,0,0.0322,0.0127
,418,0,,27,27,,0,0.1143,0.045
3,112,0,,6.67,6.67,0,0,0.0254,0.01
0,1360,5,0,80,60,5,2.5,1.91,0.75
,238,1.63,0.407,7.32,0,0.813,2.44,1.86,0.732
0,1200,0,0,81,76.2,,0,0,0
0,2494,48.8,6.9,11.4,6.6,9.4,24.7,0,0
0,0,0,0,0,0,0,0,0.0107,0.00422
,1640,1.79,0,82.1,7.14,3.57,10.7,1.54,0.607
0,25.7,0,0,0.408,0.408,0,1.22,0.529,0.208
0,3075,82.5,49.5,0.7,0.7,0,0.7,0.0254,0.01
5,1680,15,10,75,60,5,5,2.16,0.85
2,42,0.5,0,1,0,,0,,
5,1760,23.7,10.5,57.9,31.6,0,5.26,1,0.395
,1940,21.4,8.93,60.7,35.7,0,3.57,0.907,0.357
0,174,0,0,12.9,12.1,0,0,0.0159,0.00625
4,1602,26.1,9.3,25.6,1.8,1.3,11.2,1.09982,0.433
0,209,0.5,0,11,4,3,2,0.0254,0.01
0,192,0,0,10.8,10.4,0,0,0.0265,0.0104
3,314,0,0,16.7,10,0.833,1.67,1.02,0.4
,314,0.833,0.417,12.5,1.67,2.5,3.33,1.88,0.742
,209,1.67,0.417,6.67,2.5,0.833,2.5,1.88,0.742
1,348,5,0.833,7.5,0.833,1.67,0.833,1.84,0.725
,314,0.833,0.417,12.5,1.67,2.5,3.33,1.88,0.742
,558,2.5,0.833,21.7,3.33,6.67,5.83,1.84,0.725
2,86.2,0,0,4.12,2.65,0.882,0.588,0.687,0.271
0,17.5,0.208,,0.417,0.417,,0.417,0.91,0.358
,418,6.67,2.08,8.33,0.833,1.67,1.67,1.84,0.725
2,20.8,0,0,4.17,2.92,0.833,0.833,0.688,0.271
5,209,2.08,0.417,7.5,0,0.833,0.833,1.59,0.625
,244,2.08,0.417,7.5,0.833,0,1.67,1.59,0.625
,86.2,0,0,4.12,2.65,0.882,0.588,0.687,0.271
,244,1.67,0.417,10,0.833,0.833,1.67,1.02,0.4
4,87.1,0,0,5.42,4.17,0,0,0.122,0.0479
6,558,11.7,5.83,5,1.67,0,1.67,1.65,0.65
4,488,10,5,5,1.67,0,1.67,1.57,0.617
2,1490,1.79,0,73.2,3.57,3.57,12.5,0,0
1,619,6,2,17.6,2.9,4.3,6,0.81788,0.322
0,640,0,0,35,28.3,,3.33,0.0167,0.00656
,259,0.442,0,0,0,0,13.3,0.36,0.142
2,345,1.47,0.882,14.1,11.8,0,4.12,0.112,0.0441
,662,12.5,6.67,10,1.67,1.67,2.5,0.699,0.275
2,1150,0,,67.5,50,,0,0,0
2,1040,0,,65,60,,0,0,0
2,209,0,,13,12,,0,0,0
,2620,50,7.81,18.8,3.12,6.25,21.9,0.714,0.281
0,795,16,2.5,8,3,2,7,0.3429,0.135
0,2410,48.5,9.09,24.2,9.09,6.06,21.2,0.616,0.242
0,2480,50,7.81,25,9.38,6.25,21.9,1.07,0.422
0,2410,48.5,9.09,24.2,9.09,6.06,21.2,0.616,0.242
0,2620,50,7.81,18.8,3.12,6.25,25,0.833,0.328
3,915,16.4,5.8,0.7,0.1,0,17.4,2.10058,0.827
0,2350,50,9.38,18.8,9.38,6.25,25,0.516,0.203
0,418,8,0.5,3,1,2,3,0,0
0,1498,2,0.6,68.6,4.4,10,11.5,0.65,0.255905512
5,2020,18.3,6.67,65,3.33,3.33,13.3,6.48,2.55
,1260,0,,70,60,,0,0,0
1,1069,3.1,1.5,43.9,6,2.6,11,0.85,0.334645669
1,2400,40,15,45,42.5,5,10,0.191,0.075
,1080,1.18,0,52.9,7.06,3.53,10.6,0.807,0.318
0,232,0.1,0.1,12.7,11.8,0.9,0.5,0.100076,0.0394
,2990,85.7,10.7,0,0,,0,1.36,0.536
3,1390,33.3,3.33,6.67,0,,0,1.86,0.733
0,2990,78.6,14.3,0,,,0,1.36,0.536
,1390,33.3,3.33,6.67,0,,0,1.78,0.7
0,1382,0,0,81,49,,1,0,0
1,1382,0,0,81,49,,1,0,0
1,192,0.833,0.625,6.67,5,0.417,2.08,0.762,0.3
3,0,3,0,19,17,1,1,0.381,0.15
2,1490,28.6,17.9,0,0,0,28.6,2,0.786
3,544,0.5,0,29,7,1,2,0.635,0.25
0,1050,19.6,6.25,1.79,0,0,16.1,2.54,1
,430,2,0.6,13.6,3,1.3,6.8,0.406,0.16
2,234,0,,13.8,13.2,,0,0.0149,0.00588
2,209,0,,12.6,12.1,0.294,0,0.0112,0.00441
,197,0,,12.1,12.1,,0,0.00747,0.00294
0,60.9,0,0,1.82,0,1.82,1.82,0.533,0.21
2,371,0,,17.6,11.8,,0,4.18,1.65
0,1680,7.5,5,80,60,10,10,0,0
5,670,10,4,4,0,0,12,2.08,0.82
7,1260,26,12,4,0,0,12,2.49,0.98
0,1510,0,0,78.7,0,0,8.51,0,0
0,227,2.08,1.25,5.42,5.42,0,4.17,0.138,0.0542
5,334,1.6,1.2,5.6,4,0,11.2,0.63,0.248
0,544,0.5,,33,26,2,0,,
2,1670,30,,3.33,,,23.3,1.86,0.733
,251,0,,17,16,,0,,
,1540,0.1,0.1,90.3,60.8,0.1,0.1,0.0254,0.01
1,377,1.5,1,16,13,0,3,0.1143,0.045
1,377,1.5,1,15,12,0,3,0.1397,0.055
,406,3.4,2,14.2,12.6,0,2.8,0.145034,0.0571
5,760,19.2,16.6,2.3,2.1,0.5,0.6,0.180086,0.0709
,348,2.5,1.67,13.3,11.7,0,3.33,0.148,0.0583
,359,1.42,0.8,15.4,14.2,0,3.4,0.12319,0.0485
5,146,0,0,5,4,0,4,0.127,0.05
0,1016,2.2,0.3,17.6,5.5,16.5,29.6,0.100076,0.0394
3,1895,16.1,8.2,69.4,46.1,2.4,5.9,0.254,0.1
1,937,5.97,0,43.3,11.9,5.97,5.97,0.644,0.254
1,174,0.833,0.625,6.67,4.17,0.417,2.08,0.794,0.312
0,586,10,3,0,0,0,12,0.356,0.14
0,188,0.3,0.1,8.6,7.6,2.5,0.6,0.1,0.039370079
1,1690,8.65,3.85,76.9,34.6,1.92,5.77,0.733,0.288
4,1690,9.62,5.77,73.1,34.6,1.92,5.77,0.635,0.25
,1790,16.1,3.57,64.3,21.4,3.57,7.14,0.454,0.179
0,1530,3.33,1,86.7,30,6.67,6.67,0.762,0.3
,1980,,,,,,,,
,2050,20,7.27,65.5,16.4,10.9,9.09,,
2,2235,31.7,15.2,54,22.1,2.9,7,0.6858,0.27
4,837,0,0,50,46.7,0,1.33,2.03,0.8
,1790,7.14,0,71.4,0,7.14,7.14,1.45,0.571
2,1970,20.6,8.82,70.6,17.6,5.88,5.88,1.57,0.618
,1790,7.14,0,71.4,0,7.14,7.14,1.45,0.571
2,795,7,0,28,2,0,4,2.159,0.85
2,201,0,,12.8,12.8,0,0,0.04572,0.018
2,79,0.4,0,0.6,0,2.1,2.2,0.7,0.275590551
0,201,0,0,11.2,10,,0.8,0.0152,0.006
5,2030,20,7.14,62.9,28.6,2.86,8.57,0.907,0.357
,2510,53.3,6.67,26.7,6.67,6.67,20,0.931,0.367
,191,0,0,6.86,5.14,0,2.29,0.16,0.0629
3,2230,30,16.7,60,46.7,0,6.67,0.212,0.0833
,1590,5.95,0,71.4,7.14,7.14,14.3,0,0
0,908,17,11.7,4,3.3,0,12,2.1336,0.84
2,2200,25,15,67.5,57.5,5,5,0,0
3,377,10,4,0,,,0.1,,
0,418,8,1,3,1,1,3,0,0
1,2420,36.8,15.8,52.6,76.3,7.89,7.89,0.201,0.0789
,1540,23.7,9.21,10.5,7.89,0,28.9,4.01,1.58
0,260,1.78,1.11,6.67,4,0,4.89,0.141,0.0556
1,1993,19.9,8.6,55,0.9,9.6,10.9,1.67,0.657480315
0,837,12,1.5,20,2,5,2,1.9812,0.78
0,2415,43.9,7.8,26.9,5.9,3.3,18.2,0.0254,0.01
0,910,14.1,2.72,,,,,,
,514,9.2,5.9,5.6,5.3,0.5,4.6,0.15,0.059055118
2,209,1.88,0.417,5.83,5.42,0,2.92,0.0635,0.025
4,231,1.58,0.394,7.89,7.5,0.394,2.37,0.0952,0.0375
1,2273,31.6,,57.3,,,6,,
0,1460,0.9,0.2,78.7,0.1,1.3,4.7,0.254,0.1
0,368,1.6,0.2,14.4,0.4,2.8,4,0.234,0.092
,,7.35,,44.1,2.94,,8.82,1.27,0.5
0,209,0,0,11.7,0.833,0,0.417,0,0
2,3.33,20,1.67,63.3,26.7,0,10,0.212,0.0833
4,628,,,25,,,3,0.381,0.15
0,273,1.63,0.204,9.8,2.04,3.27,2.86,0.705,0.278
3,432,4.3,2.2,10.2,3.3,2.2,4.8,0.6,0.236220472
4,58.4,1.2,0,0.4,0,0.4,0.4,0.107,0.042
4,268,2.4,0.4,8,7.6,0.4,2.8,0.142,0.056
4,268,2.4,0.4,8,7.6,0.4,2.8,0.142,0.056
7,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
2,2280,30.3,18.2,60.6,33.3,3.03,6.06,0.385,0.152
1,0,0,,0,,,0,,
10,377,2.87,1.23,13.1,2.46,1.23,2.87,0.781,0.307
11,423,4.28,1.56,12.1,3.11,1.17,3.5,0.741,0.292
0,1720,20.6,4.41,55.9,0,8.82,8.82,1.64,0.647
,2850,58,6,10,2,10,26,0.559,0.22
0,167,1,0.6,5.2,4,0,3.2,0.193,0.076
0,475,5.2,1,3.2,2.6,2.6,12.3,0.6604,0.26
6,1750,9.68,0.968,80.6,32.3,3.23,3.23,1.8,0.71
,1590,5.17,0,82.8,31,6.9,6.9,1.49,0.586
,377,4,1.5,11,6,1,1,0.1905,0.075
,239,0,0,3.43,2.86,0.571,10.3,0.102,0.04
0,1670,40,26.7,0,0,0,2,0.0847,0.0333
2,287,0.114,0.0571,12,12,0,5.71,,
0,1530,0,,90,80,0,0,0.0423,0.0167
0,1530,0,,90,80,0,0,0.0423,0.0167
5,1780,12.5,5,77.5,47.5,2.5,5,1.4,0.55
1,195,0.1,0.1,10.4,10.4,0.7,0.2,0.0100076,0.00394
,956,11.4,2.5,17.1,4.29,0.714,15,0.599,0.236
2,1970,11.8,2.94,76.5,23.5,5.88,5.88,1.72,0.676
1,400,7.2,2,4.9,4.8,2,2,0.95,0.374015748
3,2160,27.9,17.2,59.6,15.9,,5.5,0.65024,0.256
1,2200,27.5,17.5,65,60,2.5,5,0.191,0.075
1,2200,30,17.5,62.5,57.5,2.5,5,0.222,0.0875
8,75,0,0,72.2,0,2,0.1,0.254,0.1
0,181,0,0,10.7,10,0,0.333,0.0212,0.00833
7,1880,20,5,65,0,5,5,0.635,0.25
,320,1.3,0.2,8.7,1.4,2.1,6.3,0.48,0.188976378
3,1756,,,,,,,,
0,359,0.3,,18.1,,,0.9,,
4,1324,4.9,2.9,62.9,45.4,4.4,2.3,0.199898,0.0787
4,1289,8.4,4.2,52.8,42.9,4.2,3.3,0.28956,0.114
7,2000,25.2,17.6,68,52.9,2.52,5.04,0.48,0.189
1,2040,31.1,17.8,57.8,48.9,6.67,6.67,0.226,0.0889
1,2040,31.1,17.8,57.8,51.1,6.67,6.67,0.226,0.0889
,1950,26.7,17.8,64.4,51.1,4.44,4.44,0.31,0.122
,2040,31.1,20,62.2,51.1,4.44,4.44,0.31,0.122
4,1100,7.89,0.877,43.9,3.51,5.26,5.26,1.16,0.456
7,1293,5.1,2.7,60.7,44.5,3.1,2.8,0.199898,0.0787
5,1230,7.06,1.76,49.4,1.18,2.35,9.41,0.747,0.294
0,1510,6,,82,,2,,0.305,0.12
0,973,0.667,0,46.7,13.3,13.3,13.3,10.2,4
4,1150,0,0,54.5,18.2,0,1.82,33.7,13.3
,42,0,0,2,1,0,0.2,2.3876,0.94
0,10,0,0,0.3,0,0,0,,
0,10,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0
,10,0,0,0.3,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0
0,17,0.1,0.1,0.5,0.5,0.5,0.3,,
,2090,50,6.67,3.33,3.33,0,0,3.81,1.5
1,2280,30.3,18.2,63.6,60.6,3.03,6.06,0.154,0.0606
1,2200,30,17.5,62.5,60,2.5,5,0.159,0.0625
2,386,1,0.2,13.9,2,1.5,5.9,0.38,0.149606299
0,259,3.54,0.885,7.08,4.42,0.885,1.77,0.854,0.336
0,1640,32.1,17.9,0,0,0,28.6,1.54,0.607
,159,0,0,5.08,5.08,0,3.39,0.151,0.0593
,160,0,0,5.51,5.08,0,3.81,0.145,0.0572
1,1640,0,0,82.1,3.57,3.57,10.7,4.35,1.71
5,1570,0,,92.5,65,,0,0.159,0.0625
3,1500,0,,90.5,73.8,,0,0.181,0.0714
5,418,0.882,0.588,19.4,15.3,0,2.94,0.127,0.05
4,418,0.882,0.588,19.4,12.9,,2.94,0.127,0.05
6,222,0,0,9.41,5.88,0,2.94,0.12,0.0471
1,419,0.667,0.333,15.3,12.7,0,7.33,0.0931,0.0367
0,2390,40.5,23.8,47.6,26.2,11.9,7.14,0,0
12,1830,17.2,7.81,62.5,3.12,3.12,10.9,5.68,2.23
0,0,0,0,0,0,,0,0.508,0.2
0,836,14.5,1.82,0,0,0,20,1.06,0.418
1,283,1.06,0.636,10.6,10.2,0,3.39,0.226,0.089
,1590,6.9,3.45,69,6.9,1.72,10.3,2.06,0.81
,0,0,,0,,,0,0.1524,0.06
,87.1,0,,5.42,5.42,,0,0.0212,0.00833
,87.1,0,,5,4.58,,0,0,0
1,177,0,,11,11,,0,0,0
,227,2.08,1.25,5.42,5.42,0,4.17,0.148,0.0583
2,262,1.04,0.625,9.58,0,0,4.58,0.265,0.104
2,262,1.04,0.625,9.58,1.25,0,4.58,0.265,0.104
0,2990,78.6,50,0,,,0,1.63,0.643
0,227,2.08,1.25,5.42,5.42,0,4.17,0.148,0.0583
1,418,3.53,2.06,15.9,14.1,0.588,2.94,0.112,0.0441
,1680,0,,120,80,,0,0,0
0,55.1,1.06,0.636,6.78,6.36,0,4.24,0.172,0.0678
0,283,3.39,2.12,5.51,5.08,0,3.39,0.135,0.053
0,55.1,1.06,0.636,6.78,6.36,0,4.24,0.172,0.0678
0,160,0,0,5.51,5.51,0,3.81,0.14,0.0551
0,160,0,0,5.51,5.51,0,3.81,0.14,0.0551
2,1040,0,,65,60,,0,0,0
6,1800,9.52,7.14,76.2,52.4,4.76,4.76,1.63,0.643
2,881,14.9,5.8,0.5,0.4,0.6,18.6,2.6924,1.06
,1460,0,0,90,62.5,,0,0.191,0.075
,1460,0,0,90,62.5,,0,0.191,0.075
,358,3.35,1.12,9.67,0,1.12,3.72,0.878,0.346
,1810,46.7,6.67,6.67,3.33,0,0,1.95,0.767
,1950,46.7,8.33,6.67,3.33,0,3.33,2.2,0.867
9,1260,30,5,6.67,3.33,0,0,2.03,0.8
0,1620,7.05,0,70.5,0,14.1,17.6,2,0.787
0,194,0.1,0.1,11.2,10.4,0.1,0.2,0.100076,0.0394
0,,14.3,5.36,,,,8.93,1.22,0.482
0,885,13.9,6,14.5,2,2.2,7.3,0.8128,0.32
,375,0,0,3.57,0,0,17.9,1.63,0.643
2,1570,1.79,0,75,3.57,3.57,12.5,0,0
,2070,22.2,2.78,63.9,61.1,5.56,11.1,0.106,0.0417
1,1,9,2,22,21,2,3,0.03302,0.013
,1480,0.769,0,70.8,1.54,9.23,13.8,3.52,1.38
6,1590,9.52,5.95,76.2,54.8,2.38,2.38,0.181,0.0714
,157,0,0,9.58,7.92,1.25,0.417,0.0688,0.0271
